id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-220975,medium,"The Impersonate a client after authentication user right must only be assigned to Administrators, Service, Local Service, and Network Service.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

The ""Impersonate a client after authentication"" user right allows a program to impersonate another user or account to run on their behalf. An attacker could potentially use this to elevate privileges.",None,SV-220975r569187_rule,F-22679r555411_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Impersonate a client after authentication"" to only include the following groups or accounts:

Administrators
LOCAL SERVICE
NETWORK SERVICE
SERVICE",C-22690r555410_chk,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Impersonate a client after authentication"" user right, this is a finding:

Administrators
LOCAL SERVICE
NETWORK SERVICE
SERVICE"
V-220974,medium,The Force shutdown from a remote system user right must only be assigned to the Administrators group.,"Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Force shutdown from a remote system"" user right can remotely shut down a system which could result in a DoS.",None,SV-220974r569187_rule,F-22678r555408_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Force shutdown from a remote system"" to only include the following groups or accounts:

Administrators",C-22689r555407_chk,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts other than the following are granted the ""Force shutdown from a remote system"" user right, this is a finding:

Administrators"
V-220973,medium,The Enable computer and user accounts to be trusted for delegation user right must not be assigned to any groups or accounts.,"Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

The ""Enable computer and user accounts to be trusted for delegation"" user right allows the ""Trusted for Delegation"" setting to be changed. This could potentially allow unauthorized users to impersonate other users.",None,SV-220973r569187_rule,F-22677r555405_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Enable computer and user accounts to be trusted for delegation"" to be defined but containing no entries (blank).",C-22688r555404_chk,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If any groups or accounts are granted the ""Enable computer and user accounts to be trusted for delegation"" user right, this is a finding."
V-220749,medium,The system must be configured to audit Account Logon - Credential Validation successes.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Credential validation records events related to validation tests on credentials for a user account logon.",None,SV-220749r569187_rule,F-22453r554733_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Logon >> ""Audit Credential Validation"" with ""Success"" selected.",C-22464r554732_chk,"Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN10-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following.  If the system does not audit the following, this is a finding:

Account Logon >> Credential Validation - Success"
V-220971,medium,The Deny log on locally user right on workstations must be configured to prevent access from highly privileged domain accounts on domain systems and unauthenticated access on all systems.,"Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

The ""Deny log on locally"" right defines accounts that are prevented from logging on interactively.

In an Active Directory Domain, denying logons to the Enterprise Admins and Domain Admins groups on lower trust systems helps mitigate the risk of privilege escalation from credential theft attacks, which could lead to the compromise of an entire domain.

The Guests group must be assigned this right to prevent unauthenticated access.",None,SV-220971r569187_rule,F-22675r555399_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Deny log on locally"" to include the following.

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

All Systems:
Guests Group",C-22686r555398_chk,"Verify the effective setting in Local Group Policy Editor.

Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If the following groups or accounts are not defined for the ""Deny log on locally"" right, this is a finding.

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group

Privileged Access Workstations (PAWs) dedicated to the management of Active Directory are exempt from denying the Enterprise Admins and Domain Admins groups. (See the Windows Privileged Access Workstation STIG for PAW requirements.)

All Systems:
Guests Group"
V-220970,medium,The Deny log on as a service user right on Windows 10 domain-joined workstations must be configured to prevent access from highly privileged domain accounts.,"Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

The ""Deny log on as a service"" right defines accounts that are denied log on as a service.

In an Active Directory Domain, denying logons to the Enterprise Admins and Domain Admins groups on lower trust systems helps mitigate the risk of privilege escalation from credential theft attacks which could lead to the compromise of an entire domain.

Incorrect configurations could prevent services from starting and result in a DoS.",None,SV-220970r569187_rule,F-22674r555396_fix,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Deny log on as a service"" to include the following.

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group",C-22685r555395_chk,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

If the following groups or accounts are not defined for the ""Deny log on as a service"" right , this is a finding:

Domain Systems Only:
Enterprise Admins Group
Domain Admins Group"
V-220876,medium,"Windows 10 Exploit Protection system-level mitigation, Validate exception chains (SEHOP), must be on.","Exploit protection in Windows 10 enables mitigations against potential threats at the system and application level.  Several mitigations, including ""Validate exception chains (SEHOP)"", are enabled by default at the system level. SEHOP (structured exception handling overwrite protection) ensures the integrity of an exception chain during exception dispatch. If this is turned off, Windows 10 may be subject to various exploits.",None,SV-220876r569187_rule,F-22580r555114_fix,"Ensure Exploit Protection system-level mitigation, ""Validate exception chains (SEHOP)"", is turned on. The default configuration in Exploit Protection is ""On by default"" which meets this requirement.

Open ""Windows Defender Security Center"".

Select ""App & browser control"".

Select ""Exploit protection settings"".

Under ""System settings"", configure ""Validate exception chains (SEHOP)"" to ""On by default"" or ""Use default (<On>)"".   

The STIG package includes a DoD EP XML file in the ""Supporting Files"" folder for configuring application mitigations defined in the STIG.  This can also be modified to explicitly enforce the system level requirements.  Adding the following to the XML file will explicitly turn SEHOP on (other system level EP requirements can be combined under <SystemConfig>):

<SystemConfig>
  <SEHOP Enable=""true""></SEHOP>
</SystemConfig>

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22591r555113_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

The default configuration in Exploit Protection is ""On by default"" which meets this requirement.  The PowerShell query results for this show as ""NOTSET"".

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -System"".

If the status of ""SEHOP: Enable"" is ""OFF"", this is a finding.

Values that would not be a finding include:
ON
NOTSET (Default configuration)"
V-220877,medium,"Windows 10 Exploit Protection system-level mitigation, Validate heap integrity, must be on.","Exploit protection in Windows 10 enables mitigations against potential threats at the system and application level.  Several mitigations, including ""Validate heap integrity"", are enabled by default at the system level. ""Validate heap integrity"" terminates a process when heap corruption is detected. If this is turned off, Windows 10 may be subject to various exploits.",None,SV-220877r569187_rule,F-22581r555117_fix,"Ensure Exploit Protection system-level mitigation, ""Validate heap integrity"" is turned on. The default configuration in Exploit Protection is ""On by default"" which meets this requirement.

Open ""Windows Defender Security Center"".

Select ""App & browser control"".

Select ""Exploit protection settings"".

Under ""System settings"", configure ""Validate heap integrity"" to ""On by default"" or ""Use default (<On>)"".   

The STIG package includes a DoD EP XML file in the ""Supporting Files"" folder for configuring application mitigations defined in the STIG.  This can also be modified to explicitly enforce the system level requirements.  Adding the following to the XML file will explicitly turn Validate heap integrity on (other system level EP requirements can be combined under <SystemConfig>):

<SystemConfig>
  <Heap TerminateOnError=""true""></Heap>
</SystemConfig>

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22592r555116_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

The default configuration in Exploit Protection is ""On by default"" which meets this requirement.  The PowerShell query results for this show as ""NOTSET"".

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -System"".

If the status of ""Heap: TerminateOnError"" is ""OFF"", this is a finding.

Values that would not be a finding include:
ON
NOTSET (Default configuration)"
V-220874,medium,"Windows 10 Exploit Protection system-level mitigation, Randomize memory allocations (Bottom-Up ASLR), must be on.","Exploit protection in Windows 10 enables mitigations against potential threats at the system and application level.  Several mitigations, including ""Randomize memory allocations (Bottom-Up ASLR)"", are enabled by default at the system level. Bottom-Up ASLR (address space layout randomization) randomizes locations for virtual memory allocations, including those for system structures. If this is turned off, Windows 10 may be subject to various exploits.",None,SV-220874r569187_rule,F-22578r555108_fix,"Ensure Exploit Protection system-level mitigation, ""Randomize memory allocations (Bottom-Up ASLR)"" is turned on. The default configuration in Exploit Protection is ""On by default"" which meets this requirement.

Open ""Windows Defender Security Center"".

Select ""App & browser control"".

Select ""Exploit protection settings"".

Under ""System settings"", configure ""Randomize memory allocations (Bottom-Up ASLR)"" to ""On by default"" or ""Use default (<On>)"".   

The STIG package includes a DoD EP XML file in the ""Supporting Files"" folder for configuring application mitigations defined in the STIG.  This can also be modified to explicitly enforce the system level requirements.  Adding the following to the XML file will explicitly turn Bottom-Up ASLR on (other system level EP requirements can be combined under <SystemConfig>):

<SystemConfig>
  <ASLR BottomUp=""true""</ASLR>
</SystemConfig>

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22589r555107_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

The default configuration in Exploit Protection is ""On by default"" which meets this requirement.  The PowerShell query results for this show as ""NOTSET"".

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -System"".

If the status of ""ASLR: BottomUp"" is ""OFF"", this is a finding.

Values that would not be a finding include:
ON
NOTSET (Default configuration)"
V-220875,medium,"Windows 10 Exploit Protection system-level mitigation, Control flow guard (CFG), must be on.","Exploit protection in Windows 10 enables mitigations against potential threats at the system and application level.  Several mitigations, including ""Control flow guard (CFG)"", are enabled by default at the system level. CFG ensures flow integrity for indirect calls. If this is turned off, Windows 10 may be subject to various exploits.",None,SV-220875r569187_rule,F-22579r555111_fix,"Ensure Exploit Protection system-level mitigation, ""Control flow guard (CFG)"", is turned on. The default configuration in Exploit Protection is ""On by default"" which meets this requirement.

Open ""Windows Defender Security Center"".

Select ""App & browser control"".

Select ""Exploit protection settings"".

Under ""System settings"", configure ""Control flow guard (CFG)"" to ""On by default"" or ""Use default (<On>)"".   

The STIG package includes a DoD EP XML file in the ""Supporting Files"" folder for configuring application mitigations defined in the STIG.  This can also be modified to explicitly enforce the system level requirements.  Adding the following to the XML file will explicitly turn CFG on (other system level EP requirements can be combined under <SystemConfig>):

<SystemConfig>
  <ControlFlowGuard Enable=""true""></ControlFlowGuard>
</SystemConfig>

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22590r555110_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

The default configuration in Exploit Protection is ""On by default"" which meets this requirement.  The PowerShell query results for this show as ""NOTSET"".

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -System"".

If the status of ""CFG: Enable"" is ""OFF"", this is a finding.

Values that would not be a finding include:
ON
NOTSET (Default configuration)"
V-220872,low,Windows 10 should be configured to prevent users from receiving suggestions for third-party or additional applications. ,Windows spotlight features may suggest apps and content from third-party software publishers in addition to Microsoft apps and content. ,None,SV-220872r569187_rule,F-22576r555102_fix,"Configure the policy value for User Configuration >> Administrative Templates >> Windows Components >> Cloud Content >> ""Do not suggest third-party content in Windows spotlight"" to ""Enabled",C-22587r555101_chk,"If the following registry value does not exist or is not configured as specified, this is a finding.

If the following registry value does not exist or is not configured as specified, this is a finding: 

Registry Hive: HKEY_CURRENT_USER
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CloudContent\

Value Name: DisableThirdPartySuggestions

Type: REG_DWORD
Value: 0x00000001 (1)

"
V-220873,medium,"Windows 10 Exploit Protection system-level mitigation, Data Execution Prevention (DEP), must be on.","Exploit protection in Windows 10 enables mitigations against potential threats at the system and application level.  Several mitigations, including ""Data Execution Prevention (DEP)"", are enabled by default at the system level. DEP prevents code from being run from data-only memory pages. If this is turned off, Windows 10 may be subject to various exploits.",None,SV-220873r569187_rule,F-22577r555105_fix,"Ensure Exploit Protection system-level mitigation, ""Data Execution Prevention (DEP)"", is turned on.  The default configuration in Exploit Protection is ""On by default"" which meets this requirement.

Open ""Windows Defender Security Center"".

Select ""App & browser control"".

Select ""Exploit protection settings"".

Under ""System settings"", configure ""Data Execution Prevention (DEP)"" to ""On by default"" or ""Use default (<On>)"".   

The STIG package includes a DoD EP XML file in the ""Supporting Files"" folder for configuring application mitigations defined in the STIG.  This can also be modified to explicitly enforce the system level requirements.  Adding the following to the XML file will explicitly turn DEP on (other system level EP requirements can be combined under <SystemConfig>):

<SystemConfig>
  <DEP Enable=""true""></DEP>
</SystemConfig>

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22588r555104_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

The default configuration in Exploit Protection is ""On by default"" which meets this requirement.  The PowerShell query results for this show as ""NOTSET"".

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -System"".

If the status of ""DEP: Enable"" is ""OFF"", this is a finding.

Values that would not be a finding include:
ON
NOTSET (Default configuration)"
V-220870,medium,The convenience PIN for Windows 10 must be disabled.  ,This policy controls whether a domain user can sign in using a convenience PIN to prevent enabling (Password Stuffer).,None,SV-220870r569187_rule,F-22574r555096_fix,"Disable the convenience PIN sign-in. 

If this needs to be corrected configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> Set ""Turn on convenience PIN sign-in"" to ""Disabled”.
",C-22585r555095_chk,"If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\Windows\System

Value Name: AllowDomainPINLogon
Value Type: REG_DWORD
Value data: 0"
V-220871,medium,Windows Ink Workspace configured but disallow access above the lock.  ,Securing Windows Ink which contains application and features oriented towards pen computing. ,None,SV-220871r569187_rule,F-22575r555099_fix,"Disable the convenience PIN sign-in. 

If this needs to be corrected configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Ink Workspace   >> Set "" Allow Windows Ink Workspace"" to ""Enabled” Set Options ‘On, but disallow access above lock”. 
",C-22586r555098_chk,"If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \Software\Policies\Microsoft\WindowsInkWorkspace

Value Name: AllowWindowsInkWorkspace
Value Type: REG_DWORD
Value data: 1

"
V-220818,medium,Systems must at least attempt device authentication using certificates.,Using certificates to authenticate devices to the domain provides increased security over passwords.  By default systems will attempt to authenticate using certificates and fall back to passwords if the domain controller does not support certificates for devices.  This may also be configured to always use certificates for device authentication.,None,SV-220818r569187_rule,F-22522r554940_fix,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for ""Support device authentication using certificate"" is ""Automatic"".

If this needs to be corrected, configured the policy value for Computer Configuration >> Administrative Templates >> System >> Kerberos >> ""Support device authentication using certificate"" to ""Not Configured or ""Enabled"" with either option selected in ""Device authentication behavior using certificate:"".",C-22533r554939_chk,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for ""Support device authentication using certificate"" is ""Automatic"".

If the registry value name below does not exist, this is not a finding.

If it exists and is configured with a value of ""1"", this is not a finding.

If it exists and is configured with a value of ""0"", this is a finding.

Registry Hive:  HKEY_LOCAL_MACHINE
Registry Path:  \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\

Value Name:  DevicePKInitEnabled
Value Type:  REG_DWORD
Value:  1 (or if the Value Name does not exist)"
V-220878,medium,Exploit Protection mitigations in Windows 10 must be configured for Acrobat.exe.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220878r569187_rule,F-22582r555120_fix,"Ensure the following mitigations are configured as shown for Acrobat.exe:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22593r555119_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name Acrobat.exe"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status of are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220879,medium,Exploit Protection mitigations in Windows 10 must be configured for AcroRd32.exe.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220879r569187_rule,F-22583r555123_fix,"Ensure the following mitigations are configured as shown for AcroRd32.exe:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot= False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22594r555122_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name AcroRd32.exe"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot= False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220800,medium,WDigest Authentication must be disabled.,"When the WDigest Authentication protocol is enabled, plain text passwords are stored in the Local Security Authority Subsystem Service (LSASS) exposing them to theft.  WDigest is disabled by default in Windows 10.  This setting ensures this is enforced.",None,SV-220800r569187_rule,F-22504r554886_fix,"Configure the policy value for Computer Configuration >> Administrative Templates >> MS Security Guide >> ""WDigest Authentication (disabling may require KB2871997)"" to ""Disabled"".

The patch referenced in the policy title is not required for Windows 10.

This policy setting requires the installation of the SecGuide custom templates included with the STIG package.  ""SecGuide.admx"" and ""SecGuide.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.",C-22515r554885_chk,"If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\SecurityProviders\Wdigest\

Value Name: UseLogonCredential

Type: REG_DWORD
Value:  0x00000000 (0)"
V-220911,medium,The built-in administrator account must be renamed.,The built-in administrator account is a well-known account subject to attack.  Renaming this account to an unidentified name improves the protection of this account and the system.,None,SV-220911r569187_rule,F-22615r555219_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Accounts: Rename administrator account"" to a name other than ""Administrator"".",C-22626r555218_chk,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options.

If the value for ""Accounts: Rename administrator account"" is set to ""Administrator"", this is a finding."
V-220910,medium,Local accounts with blank passwords must be restricted to prevent access from the network.,"An account without a password can allow unauthorized access to a system as only the username would be required.  Password policies should prevent accounts with blank passwords from existing on a system.  However, if a local account with a blank password did exist, enabling this setting will prevent network access, limiting the account to local console logon only.",None,SV-220910r569187_rule,F-22614r555216_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Accounts: Limit local account use of blank passwords to console logon only"" to ""Enabled"".",C-22625r555215_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: LimitBlankPasswordUse

Value Type: REG_DWORD
Value: 1"
V-220810,medium,Windows 10 must be configured to enable Remote host allows delegation of non-exportable credentials.,An exportable version of credentials is provided to remote hosts when using credential delegation which exposes them to theft on the remote host.  Restricted Admin mode or Remote Credential Guard allow delegation of non-exportable credentials providing additional protection of the credentials.  Enabling this configures the host to support Restricted Admin mode or Remote Credential Guard.,None,SV-220810r569187_rule,F-22514r554916_fix,"Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Credentials Delegation >> ""Remote host allows delegation of non-exportable credentials"" to ""Enabled"".",C-22525r554915_chk,"This is NA for Windows 10 LTSC\B versions 1507 and 1607.

If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation\

Value Name: AllowProtectedCreds

Type: REG_DWORD
Value: 0x00000001 (1)"
V-220913,medium,Audit policy using subcategories must be enabled.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.  This setting allows administrators to enable more precise auditing capabilities.",None,SV-220913r569187_rule,F-22617r555225_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" to ""Enabled"".",C-22628r555224_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: SCENoApplyLegacyAuditPolicy

Value Type: REG_DWORD
Value: 1"
V-220757,medium,The system must be configured to audit Logon/Logoff - Logoff successes.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Logoff records user logoffs. If this is an interactive logoff, it is recorded on the local system. If it is to a network share, it is recorded on the system accessed.",None,SV-220757r569187_rule,F-22461r554757_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Logoff"" with ""Success"" selected.",C-22472r554756_chk,"Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN10-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following.  If the system does not audit the following, this is a finding:

Logon/Logoff >> Logoff - Success"
V-220756,medium,The system must be configured to audit Logon/Logoff - Group Membership successes.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Group Membership records information related to the group membership of a user's logon token.",None,SV-220756r569187_rule,F-22460r554754_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Group Membership"" with ""Success"" selected.",C-22471r554753_chk,"Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN10-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following.  If the system does not audit the following, this is a finding:

Logon/Logoff >> Group Membership - Success"
